order_id,time_s,hour,pickup_node,dropoff_node,drive_time_s,drive_dist_m
107,6217.2,1,49888300,49715981,483.2,6123.0
108,6367.1,1,49763640,49730798,381.1,4613.0
109,6417.8,1,49773543,6823343098,105.1,1193.0
110,6509.7,1,655442853,2974621123,508.6,5823.0
111,6574.7,1,49773647,641110826,416.2,4701.0
112,6587.2,1,49845837,49843809,329.8,3838.0
113,6826.2,1,49773539,49821453,525.1,7305.0
114,6897.6,1,635118613,49832844,264.1,3168.0
115,6930.4,1,641087352,5354789679,832.7,9213.0
116,6976.2,1,49741730,49817430,218.0,2464.0
117,7030.4,1,49752579,2136702412,623.8,7064.0
118,7050.8,1,49789369,49745098,354.2,4535.0
119,7361.7,2,49789379,49759844,11.6,155.0
120,7540.1,2,49824264,49798595,945.9,12837.0
121,7641.9,2,49827853,5519663699,144.5,1722.0
122,7751.8,2,49807256,49763049,155.8,1735.0
123,7792.6,2,5180966153,647044100,368.9,5095.0
124,7845.4,2,3016605388,49789492,373.3,4755.0
125,8067.5,2,49756297,49747486,889.9,10737.0
126,8121.5,2,1804420109,49827223,794.3,10295.0
127,8144.9,2,49783079,49790453,751.5,10104.0
128,8337.3,2,1381307995,49825121,256.2,2919.0
129,8545.2,2,49749851,49723302,708.4,7923.0
130,8766.3,2,49809200,49782082,145.8,1664.0
131,9067.9,2,49800282,49780533,370.5,4009.0
132,9357.8,2,49782277,49744850,343.9,3955.0
133,9582.0,2,49776461,49811183,935.1,11486.0
134,9888.4,2,1017489190,49729915,329.3,3599.0
135,9895.0,2,49739609,49735900,937.1,10954.0
136,9979.2,2,49770627,49813859,769.3,9977.0
137,10192.0,2,5128694815,49856283,726.7,8767.0
138,10348.4,2,49762210,49725530,779.1,8523.0
139,10406.9,2,49745335,49790576,1006.4,12227.0
140,10410.0,2,49770782,49819105,802.3,10105.0
141,10416.4,2,49741703,49753804,798.8,10010.0
142,10569.8,2,49778302,49843148,730.3,8489.0
143,10572.5,2,2974621123,49866317,872.1,12156.0
144,10772.6,2,49774093,5343233829,124.7,1414.0
145,10850.2,3,8288816498,49739448,988.6,10578.0
146,11318.0,3,49762191,4000786670,651.4,8072.0
147,11507.2,3,49721277,5446746057,469.5,5273.0
148,11626.8,3,4561710230,49758445,401.0,4467.0
149,11917.2,3,49848686,262542282,388.2,4503.0
150,12602.7,3,49853085,4807147204,18.5,207.0
151,13598.7,3,49803595,1375406091,599.6,6723.0
152,14298.6,3,4082394063,49853005,472.0,5634.0
153,14838.6,4,655442838,49819661,401.5,4580.0
154,14845.5,4,4001557203,647043651,316.1,3543.0
155,14871.8,4,647619114,49799147,189.3,2135.0
156,14874.6,4,5698252199,49789648,368.1,4513.0
157,15119.2,4,49749379,1443727066,430.6,5560.0
158,16222.8,4,49866935,49768203,533.8,5882.0
159,16492.0,4,49809715,49717975,173.1,1869.0
160,16839.6,4,5320434814,49777892,506.4,5679.0
161,16899.3,4,49756373,1459468250,976.7,12022.0
162,16975.5,4,49853094,49717262,740.9,8261.0
163,17060.3,4,49799643,3000563555,193.1,2294.0
164,17294.8,4,49820743,49789467,946.2,10639.0
165,18064.2,5,49873688,1379443774,511.3,5832.0
166,18089.5,5,49777696,640784730,560.6,6443.0
167,18381.2,5,49787863,49721268,696.0,7886.0
168,18392.9,5,49799808,49807555,554.2,7392.0
169,18505.2,5,49828695,2136710698,577.5,6740.0
170,18837.5,5,49774093,49800299,311.5,3592.0
171,18852.0,5,3000430293,10806883923,401.9,4149.0
172,18892.2,5,1502527108,49745282,469.0,5287.0
173,19031.2,5,49748716,1473899822,637.1,7782.0
174,19083.4,5,49773581,49767451,269.1,3008.0
175,19347.1,5,3240030410,11198100601,279.6,3048.0
176,19431.3,5,49741737,49731621,493.8,5794.0
177,19485.3,5,1017379708,49770627,153.6,1681.0
178,19508.8,5,49765113,647030742,282.9,3162.0
179,19533.2,5,49817091,1484481801,239.3,2815.0
180,19634.0,5,49787160,49825030,368.0,4749.0
181,19682.6,5,49881497,49866411,577.8,6318.0
182,19758.9,5,5698252199,49746423,215.6,2328.0
183,19910.8,5,49745207,49772313,489.1,5561.0
184,19998.7,5,4975093911,5558800238,132.5,1367.0
185,20145.8,5,5128694819,49811077,855.8,11237.0
186,20171.2,5,49882753,49861310,191.9,2147.0
187,20181.7,5,49770670,49760803,674.8,8736.0
188,20282.3,5,49745677,49763150,784.0,8827.0
189,20347.0,5,49769187,49747841,290.9,3219.0
190,20386.3,5,3012784293,49745137,716.3,8550.0
191,20685.7,5,701602949,49861091,285.5,3203.0
192,20825.1,5,49765234,49769313,754.6,9406.0
193,20868.5,5,49799147,49861165,318.7,3619.0
194,20895.7,5,49764791,49846140,422.2,5010.0
195,20939.6,5,641116283,49740442,431.1,5544.0
196,20985.9,5,49856113,641965296,535.3,6881.0
197,21123.0,5,49809721,49753990,656.3,8475.0
198,21123.9,5,958991607,705647622,488.2,5413.0
199,21329.3,5,49750009,49783144,901.6,10007.0
200,21339.2,5,638898885,3587925313,677.3,7641.0
201,21358.9,5,1618429530,49753649,410.8,4493.0
202,21440.2,5,49783079,9130918495,278.6,3598.0
203,21478.4,5,12292446080,49753547,443.2,5341.0
204,21676.1,6,982859843,13248733691,804.2,9374.0
205,21756.5,6,49853085,3012784293,129.5,1449.0
206,21777.3,6,1013429968,49734111,517.6,5873.0
207,21787.1,6,3240030410,49790021,793.9,9196.0
208,21792.2,6,8592032116,49791109,567.3,6465.0
209,21799.4,6,49865768,1363151543,32.5,360.0
210,21839.6,6,1443482419,49763357,892.0,10430.0
211,21904.2,6,49840739,9768681897,347.7,3744.0
212,21915.8,6,1740764624,49746697,448.1,4902.0
213,21942.2,6,49745628,876615199,74.6,894.0
214,21942.3,6,49777546,49782655,798.9,9447.0
215,21956.8,6,49770423,12974478445,78.7,837.0
216,21966.0,6,642044494,8549123231,622.7,9571.0
217,21979.0,6,49845830,49798108,356.8,3942.0
218,22015.8,6,641127587,49787863,284.6,3290.0
219,22021.6,6,49805505,2390759030,565.5,6474.0
220,22026.5,6,49772964,49777677,232.9,2610.0
221,22031.0,6,49756373,49808604,238.4,2775.0
222,22075.6,6,641073443,3390097469,480.6,5588.0
223,22084.4,6,641116184,49742366,363.4,4135.0
224,22094.7,6,49823986,49745161,625.5,7083.0
225,22103.2,6,49817406,49790968,298.1,3287.0
226,22117.9,6,49745232,4807040760,123.0,1370.0
227,22126.2,6,49792107,49765283,588.8,6967.0
228,22132.0,6,49779980,49809076,626.0,7222.0
229,22153.0,6,3012535014,49787118,341.6,4113.0
230,22167.4,6,49801673,49723017,196.2,2193.0
231,22195.9,6,49732272,49788702,312.7,3897.0
232,22216.6,6,1004809645,640712806,1224.2,15073.0
233,22228.7,6,49869068,3219165573,213.7,2446.0
234,22253.4,6,49782040,1364961100,225.8,2538.0
235,22328.7,6,49749379,49776228,745.5,9273.0
236,22437.3,6,3012535014,49748231,128.6,1516.0
237,22452.3,6,49784130,49759766,553.2,6799.0
238,22497.8,6,49782241,49851445,558.1,6875.0
239,22512.2,6,49839137,49771023,842.4,9749.0
240,22559.3,6,5180966153,647628098,279.9,3325.0
241,22573.9,6,1484481512,3531416325,507.2,5835.0
242,22625.0,6,49741715,1473898566,851.0,10172.0
243,22637.4,6,5128694815,49780915,172.1,1940.0
244,22668.8,6,49801058,49752512,702.0,8385.0
245,22717.2,6,49802301,647026153,651.1,7508.0
246,22732.0,6,49721610,3276948624,863.7,10601.0
247,22744.8,6,1381307998,49747882,555.2,6180.0
248,22779.0,6,49770179,49770805,412.7,4561.0
249,22782.1,6,1443482419,49751220,828.8,9272.0
250,22801.1,6,3125718572,49763632,657.9,7559.0
251,22911.1,6,49845919,1364989306,178.4,1998.0
252,22919.0,6,49772747,2921295150,282.2,3009.0
253,22923.0,6,49794626,3006169971,1048.0,12679.0
254,22945.0,6,9968466642,49856113,545.2,6372.0
255,22954.9,6,8592032116,49782082,320.5,3637.0
256,22966.1,6,1379471556,49848639,266.6,3034.0
257,22980.0,6,2795614002,49768691,848.0,9432.0
258,22986.3,6,49762264,1013396278,658.7,7273.0
259,23017.1,6,49743415,49800294,299.6,3338.0
260,23098.5,6,2502976209,49767420,339.5,3744.0
261,23100.8,6,49779896,49789541,452.4,5474.0
262,23107.0,6,49787863,1013367404,525.9,6052.0
263,23176.5,6,3672563449,49769182,31.4,336.0
264,23266.1,6,49787160,647030747,349.4,4006.0
265,23277.5,6,49770676,647026088,274.1,3088.0
266,23320.4,6,49799643,49739596,381.4,4169.0
267,23325.7,6,49770789,49769136,734.3,9696.0
268,23331.3,6,3012429028,1364961105,174.8,2039.0
269,23371.8,6,49793566,647622709,280.6,3070.0
270,23416.3,6,49762210,2921295181,436.3,4964.0
271,23451.2,6,49745335,49787785,318.6,3623.0
272,23481.5,6,49808183,49746194,884.7,10833.0
273,23485.5,6,3240030410,1375406095,221.4,2436.0
274,23517.8,6,49745628,49739307,311.3,3481.0
275,23527.6,6,49856113,49816436,380.6,4243.0
276,23529.8,6,49777795,49741182,329.4,3807.0
277,23590.8,6,49739609,49791888,607.2,6718.0
278,23633.8,6,49787863,49818956,320.3,3607.0
279,23656.4,6,49794206,49812378,730.4,8439.0
280,23660.7,6,49776031,49779896,58.9,667.0
281,23724.3,6,49719415,1467728485,965.2,12026.0
282,23728.1,6,1381204541,49841339,914.8,12305.0
283,23737.3,6,49774098,49764899,268.0,2935.0
284,23740.0,6,49810122,49811183,947.7,11780.0
285,23758.5,6,1379471556,49842979,131.4,1481.0
286,23811.8,6,49720045,49747457,925.3,11237.0
287,23818.2,6,49763609,641112572,438.9,5268.0
288,23878.5,6,49756297,49776919,662.6,6814.0
289,23902.4,6,49745240,49764397,52.4,622.0
290,23912.9,6,5128694819,49786358,1053.9,12956.0
291,23949.3,6,49787863,49744095,967.4,12507.0
292,23968.3,6,49773653,49788511,454.2,5344.0
293,24016.4,6,49866935,49796993,435.5,4847.0
294,24050.6,6,3372235139,49800299,643.2,7123.0
295,24068.7,6,9136825795,49782974,420.7,5313.0
296,24101.3,6,3670756345,49749379,278.5,3109.0
297,24183.9,6,49780562,49198976,639.0,7588.0
298,24212.6,6,1218534986,49754673,676.6,7600.0
299,24226.9,6,49774098,49789237,468.0,5362.0
300,24245.6,6,49869665,641127515,321.8,3618.0
301,24345.1,6,49773012,49791685,134.6,1581.0
302,24350.1,6,8530666832,49749416,768.6,9262.0
303,24387.6,6,49789379,49877989,490.9,6186.0
304,24404.4,6,3798943055,49778722,699.6,8379.0
305,24406.1,6,49820981,49836693,593.6,7216.0
306,24409.1,6,49724395,49772874,624.1,8047.0
307,24417.4,6,2440761314,49775483,105.5,1215.0
308,24462.4,6,1379471556,49792357,586.8,7140.0
309,24477.3,6,49770423,49747512,353.0,3848.0
310,24483.2,6,49764791,642817438,117.0,1450.0
311,24487.3,6,49839137,49761735,840.8,10147.0
312,24495.8,6,49802545,49742320,211.3,2539.0
313,24568.8,6,1491097176,2461134264,813.9,12118.0
314,24600.5,6,4807040759,49780230,399.5,4667.0
315,24636.9,6,12687209031,3001353539,687.2,8140.0
316,24654.8,6,49740442,49726882,222.8,2472.0
317,24661.9,6,49780562,49837462,589.3,6684.0
318,24664.1,6,49802301,49839158,707.4,8088.0
319,24687.3,6,1804420109,5703562302,422.3,4698.0
320,24698.6,6,49822928,9136682512,319.9,3559.0
321,24750.0,6,1447308555,49789277,364.0,3868.0
322,24834.1,6,49797596,9136682496,145.0,1614.0
323,24849.6,6,9968466642,9723923056,632.8,9519.0
324,24898.9,6,49805505,1013367366,511.7,5519.0
325,24915.5,6,49848293,49759678,542.7,5978.0
326,24929.4,6,1004839834,49754024,569.4,6499.0
327,24952.5,6,2502976209,49800294,305.5,3601.0
328,24969.4,6,49745468,49780329,190.7,2103.0
329,24970.1,6,49776047,49767368,758.4,9799.0
330,24970.1,6,4807040759,49859579,254.8,2975.0
331,25005.7,6,1381204541,49768408,475.2,5620.0
332,25015.9,6,49762191,49869576,683.2,7699.0
333,25024.3,6,49752628,705647757,676.4,7786.0
334,25052.0,6,49771030,647043964,768.0,9019.0
335,25126.5,6,49856112,49812339,113.9,1378.0
336,25151.9,6,49845830,640712577,1010.9,12607.0
337,25219.5,7,49833602,3000712327,359.0,4897.0
338,25226.3,7,3669554857,3372235145,662.8,7322.0
339,25238.6,7,4792249103,49774087,528.7,6032.0
340,25244.3,7,49741274,49730297,473.3,5281.0
341,25252.9,7,7802243127,49786453,268.2,3887.0
342,25289.4,7,49799643,49811182,748.1,8930.0
343,25304.4,7,49773012,49773891,604.4,8255.0
344,25329.8,7,49821658,49817394,354.1,4952.0
345,25330.2,7,1484482239,49822365,734.4,9005.0
346,25344.5,7,1013429968,49772891,179.0,1981.0
347,25352.5,7,49792123,9545143716,351.6,4518.0
348,25360.7,7,49745193,2305183793,98.9,1241.0
349,25386.0,7,49884234,49840020,539.9,6292.0
350,25396.2,7,49770680,49755544,783.9,9811.0
351,25400.0,7,49748212,49742623,269.9,2932.0
352,25406.0,7,3669554866,49791736,243.4,2777.0
353,25409.2,7,11261031488,49764785,132.8,1444.0
354,25459.4,7,49782369,1443727094,361.1,4370.0
355,25488.2,7,49764271,3415851740,343.1,4315.0
356,25502.8,7,1381204541,655662478,425.4,4898.0
357,25525.6,7,49749374,49775557,629.0,7381.0
358,25530.2,7,3027663729,2136710698,380.8,4331.0
359,25577.9,7,49745691,647628071,281.0,3157.0
360,25583.1,7,49745628,49790968,333.2,3884.0
361,25598.1,7,49773036,49770708,200.4,2271.0
362,25610.8,7,49802545,2896016983,636.8,8281.0
363,25617.1,7,1379505465,262542282,172.0,2034.0
364,25629.2,7,4000799765,49745667,339.8,3667.0
365,25630.8,7,2428508011,49823761,158.1,1766.0
366,25638.9,7,49855611,49816086,573.1,7789.0
367,25649.7,7,774340109,13437605383,321.0,3944.0
368,25682.7,7,49749851,646216520,413.1,4424.0
369,25709.7,7,49802301,13790270473,585.7,6773.0
370,25714.9,7,49774098,1493897776,450.6,5013.0
371,25722.5,7,49734802,647043785,479.4,6028.0
372,25734.4,7,633923936,49774098,463.3,5291.0
373,25742.4,7,49765155,49820874,637.6,7172.0
374,25753.0,7,49770670,49752811,617.7,7299.0
375,25758.8,7,49876468,1363151578,584.9,6219.0
376,25789.5,7,49772964,49773558,164.3,1858.0
377,25797.3,7,49782599,49813696,393.3,4841.0
378,25822.8,7,49748212,49765968,328.5,3575.0
379,25823.3,7,49770179,49730806,173.4,1894.0
380,25839.0,7,49745200,4807147204,95.3,1060.0
381,25851.3,7,49846816,49769594,377.6,4409.0
382,25860.7,7,49866935,647031927,591.6,6598.0
383,25889.8,7,8592032116,49745434,902.3,10946.0
384,25894.9,7,49789284,49764447,221.9,2404.0
385,25913.5,7,49789205,49801795,686.3,9127.0
386,25926.4,7,49855611,3670756359,93.8,1163.0
387,25952.6,7,3240030410,49837373,506.4,5775.0
388,25983.5,7,262430827,49777997,428.6,4944.0
389,26012.1,7,49775608,9480293897,404.6,4501.0
390,26038.3,7,3669554865,49739338,426.3,5183.0
391,26058.8,7,7319959761,9136839219,348.6,4330.0
392,26067.0,7,4082394063,49763115,612.2,6712.0
393,26077.2,7,49741695,647031903,343.3,3888.0
394,26174.7,7,49743955,49767420,543.9,6776.0
395,26200.9,7,49784130,49778437,352.6,3961.0
396,26201.1,7,6541847546,49782924,656.8,7386.0
397,26210.2,7,49756566,1012017754,692.8,8129.0
398,26222.1,7,1362307924,49837462,654.9,7393.0
399,26237.6,7,49809200,49797275,804.8,10366.0
400,26251.4,7,49741058,1243974177,363.6,4204.0
401,26263.3,7,49765245,2765545522,642.0,7588.0
402,26284.8,7,49792107,5563919611,298.5,3323.0
403,26286.9,7,49801673,49776370,915.7,10955.0
404,26296.9,7,49740442,3372443372,1078.2,12867.0
405,26307.1,7,49745628,49823707,677.9,7845.0
406,26319.5,7,1021561602,646216506,805.6,9947.0
407,26330.0,7,49764794,49806268,843.7,10464.0
408,26332.0,7,647619114,49764867,421.6,5483.0
409,26338.4,7,11198264287,49758528,474.6,6148.0
410,26341.3,7,49764251,49739819,330.8,3836.0
411,26402.9,7,49820583,49789333,414.7,4803.0
412,26418.4,7,49845830,49757862,1007.5,12250.0
413,26419.9,7,49770640,49734321,804.4,9897.0
414,26426.1,7,806521182,9676179712,230.0,2606.0
415,26498.4,7,49773070,49827112,187.9,2102.0
416,26513.7,7,655680824,49839158,350.1,4085.0
417,26519.8,7,49801673,641107672,250.3,3089.0
418,26540.1,7,49809177,49745374,511.0,5850.0
419,26596.2,7,1205178199,3006698832,738.1,8062.0
420,26613.3,7,49789496,49752504,1010.4,12955.0
421,26634.8,7,49848820,2428739670,709.8,8312.0
422,26654.5,7,49799643,49726889,182.0,2156.0
423,26671.6,7,641116194,49794630,712.7,8760.0
424,26682.5,7,49745243,634784052,276.3,3118.0
425,26706.2,7,4975093911,49824103,303.3,3304.0
426,26740.5,7,49825108,3376996930,275.1,3053.0
427,26753.1,7,49774091,2502976209,383.3,4234.0
428,26761.6,7,3672563449,5533679479,139.4,1523.0
429,26784.3,7,49764337,49750197,521.3,5996.0
430,26792.3,7,49797596,49764318,117.2,1306.0
431,26813.5,7,49820757,49797399,897.0,10091.0
432,26813.7,7,49720045,49745652,419.1,4388.0
433,26835.5,7,49750169,49779120,481.4,7333.0
434,26850.8,7,49770684,49850671,455.6,5148.0
435,26850.8,7,49787863,49860783,398.4,4817.0
436,26889.6,7,641116273,49895276,49.7,556.0
437,26906.9,7,10759641447,49798186,906.5,10670.0
438,26907.0,7,49799643,49851562,729.9,8936.0
439,26919.0,7,49745468,49773609,157.6,1643.0
440,26937.3,7,49764314,2377417311,327.0,3696.0
441,26964.7,7,49756474,2399740768,351.6,4065.0
442,26975.8,7,49817406,49738305,375.4,4148.0
443,26978.9,7,49809698,49780323,71.7,802.0
444,26995.7,7,262430827,1414228533,836.1,9496.0
445,27013.1,7,1017379708,49755563,714.0,9032.0
446,27016.3,7,49741058,49773557,255.7,2968.0
447,27017.2,7,49724395,49839247,330.2,3399.0
448,27030.1,7,49787863,10806883924,458.0,5147.0
449,27045.9,7,3415159798,49792806,212.4,2609.0
450,27073.0,7,49774088,49734492,421.2,4714.0
451,27090.3,7,49773647,49747844,135.0,1469.0
452,27113.1,7,49750169,5564258802,261.2,2927.0
453,27142.3,7,641116273,49749059,356.7,4156.0
454,27176.9,7,49777795,657211360,536.1,7291.0
455,27191.2,7,49767517,937306317,831.5,9719.0
456,27201.5,7,49810122,49841029,370.7,4743.0
457,27236.8,7,1004809645,3001431211,554.7,6220.0
458,27260.7,7,49845726,647619114,8.3,93.0
459,27260.8,7,49774098,49720590,298.5,3342.0
460,27280.9,7,49762191,1366288772,347.0,4083.0
461,27311.2,7,641116273,641965187,403.9,5269.0
462,27313.6,7,3012784293,49787261,724.6,8601.0
463,27317.7,7,2440761314,49866346,180.1,2019.0
464,27317.9,7,49888809,49761840,812.8,10837.0
465,27354.5,7,5445800908,49823835,695.0,8235.0
466,27363.0,7,1364987325,1364961101,148.3,1711.0
467,27381.3,7,49756474,49809762,282.4,3189.0
468,27399.6,7,3378222897,49784254,730.7,8268.0
469,27401.6,7,49719895,49755795,363.0,4455.0
470,27418.7,7,49839137,641110765,425.0,4761.0
471,27433.3,7,49825409,2456351004,817.2,9421.0
472,27453.6,7,49794626,49764451,543.9,6376.0
473,27468.0,7,49779980,9688260452,714.4,8001.0
474,27471.0,7,1443727088,49801031,574.5,6863.0
475,27481.6,7,641116273,641127814,104.9,1197.0
476,27484.7,7,958981230,1484481684,231.0,2715.0
477,27491.1,7,49740442,49789251,542.3,7265.0
478,27493.5,7,49782599,1013396952,415.7,5256.0
479,27495.3,7,2440761314,3781487711,367.4,4359.0
480,27507.2,7,49787785,49808761,953.5,11491.0
481,27532.6,7,49741703,1009113444,329.0,3691.0
482,27536.9,7,49780562,49748250,275.1,2940.0
483,27537.2,7,49780562,49782592,692.7,7558.0
484,27540.5,7,49749851,49809715,561.5,7754.0
485,27548.8,7,1014110633,49819549,446.5,5037.0
486,27554.8,7,49720045,49724031,350.1,4464.0
487,27562.6,7,49775514,49751220,620.9,6846.0
488,27596.5,7,1363937841,49771291,285.5,3052.0
489,27612.7,7,49770672,10020947582,702.3,9159.0
490,27669.9,7,3016605388,5558800273,290.2,3266.0
491,27675.6,7,49772964,49761441,744.5,9159.0
492,27713.2,7,49762264,49797006,257.0,2885.0
493,27719.2,7,1443727088,3370788199,756.8,8709.0
494,27727.2,7,641116215,1466445325,743.2,9952.0
495,27730.9,7,49773581,49774400,531.2,6236.0
496,27739.5,7,49833602,49839144,518.4,6183.0
497,27754.5,7,49773647,1364961095,221.0,2434.0
498,27755.7,7,4366096286,49772739,560.6,6203.0
499,27794.5,7,49764884,49734583,761.3,9628.0
500,27836.7,7,4792249103,49793546,341.8,3843.0
501,27841.5,7,49767194,49852295,572.6,7296.0
502,27844.6,7,642317837,49733721,274.7,3046.0
503,27852.1,7,49787863,49861165,289.8,3257.0
504,27873.7,7,49865817,11261031488,174.3,1955.0
505,27882.7,7,4561710231,49747285,533.5,6170.0
506,27899.9,7,49776916,49788104,830.0,9244.0
507,27919.2,7,49827624,49748097,355.1,3934.0
508,27941.2,7,49789275,49717612,520.5,6428.0
509,27946.5,7,49741730,49741107,392.6,4434.0
510,27967.1,7,49844851,49732422,219.1,2490.0
511,27979.6,7,9136825813,49746259,751.1,10053.0
512,27979.6,7,3669554874,49773055,199.3,2229.0
513,27996.4,7,49776112,49764447,368.7,4143.0
514,28012.7,7,447591561,641127521,548.5,6246.0
515,28015.2,7,11332977605,49775514,186.3,2125.0
516,28022.7,7,5698252199,8530666836,907.8,11086.0
517,28034.8,7,49888809,3282259542,135.0,1566.0
518,28079.5,7,7319959761,49752811,937.3,10759.0
519,28083.5,7,49762210,49848490,698.0,8874.0
520,28085.3,7,774340109,2900167803,607.2,7542.0
521,28171.4,7,3016605388,5851387630,198.9,2210.0
522,28177.8,7,3240030410,9770641090,904.9,11004.0
523,28210.7,7,49847649,49766029,575.1,6327.0
524,28212.8,7,3012429028,10724747584,662.6,7865.0
525,28214.6,7,3012429028,49741174,362.6,4272.0
